,Unnamed: 0,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
9232,16,bock_cutting_1992_exp1,1,rel_ss,the pamphlet that described the government agency,VBZ,VBZ,False,3,50
9233,17,bock_cutting_1992_exp1,1,rel_sp,the pamphlet that described the government agencies,VBZ,VBZ,False,3,50
9234,18,bock_cutting_1992_exp1,1,rel_ps,the pamphlets that described the government agency,VBP,VBP,False,3,50
9235,19,bock_cutting_1992_exp1,1,rel_pp,the pamphlets that described the government agencies,VBP,VBP,False,3,50
9240,24,bock_cutting_1992_exp1,2,prep_ss,the tire - eater in the carnival sideshow,VBZ,VBZ,False,3,50
9241,25,bock_cutting_1992_exp1,2,prep_sp,the tire - eater in the carnival VBZ,VBZ,VBZ,False,3,50
9242,26,bock_cutting_1992_exp1,2,prep_ps,the tire - eaters in the carnival sideshow,VBP,VBZ,True,3,50
9243,27,bock_cutting_1992_exp1,2,prep_pp,the tire - eaters in the carnival VBZ,VBP,VBZ,True,3,50
9244,28,bock_cutting_1992_exp1,2,rel_ss,the tire - eater who VBD the sideshow,VBZ,VBZ,False,3,50
9245,29,bock_cutting_1992_exp1,2,rel_sp,the tire - eater who VBD the NNS,VBZ,VBZ,False,3,50
9246,30,bock_cutting_1992_exp1,2,rel_ps,the tire - eaters who VBD the sideshow,VBP,VBZ,True,3,50
9247,31,bock_cutting_1992_exp1,2,rel_pp,the tire - eaters who VBD the NNS,VBP,VBZ,True,3,50
9252,36,bock_cutting_1992_exp1,3,prep_ss,the bright light in doctor smith 's examination room,VBZ,VBZ,False,3,50
9253,37,bock_cutting_1992_exp1,3,prep_sp,the bright light in doctor smith 's examination rooms,VBZ,VBZ,False,3,50
9254,38,bock_cutting_1992_exp1,3,prep_ps,the bright lights in doctor smith 's examination room,VBP,VBP,False,3,50
9255,39,bock_cutting_1992_exp1,3,prep_pp,the bright lights in doctor smith 's examination rooms,VBP,VBP,False,3,50
9256,40,bock_cutting_1992_exp1,3,rel_ss,the bright light that lit the small examination room,VBZ,VBZ,False,3,50
9257,41,bock_cutting_1992_exp1,3,rel_sp,the bright light that lit the small examination rooms,VBZ,VBP,True,3,50
9258,42,bock_cutting_1992_exp1,3,rel_ps,the bright lights that lit the small examination room,VBP,VBP,False,3,50
9259,43,bock_cutting_1992_exp1,3,rel_pp,the bright lights that lit the small examination rooms,VBP,VBP,False,3,50
9264,48,bock_cutting_1992_exp1,4,prep_ss,the security force at the giant manufacturing plant,VBZ,VBZ,False,3,50
9265,49,bock_cutting_1992_exp1,4,prep_sp,the security force at the giant manufacturing plants,VBZ,VBZ,False,3,50
9266,50,bock_cutting_1992_exp1,4,prep_ps,the security forces at the giant manufacturing plant,VBP,VBP,False,3,50
9267,51,bock_cutting_1992_exp1,4,prep_pp,the security forces at the giant manufacturing plants,VBP,VBP,False,3,50
9268,52,bock_cutting_1992_exp1,4,rel_ss,the security force that patrolled the manufacturing plant,VBZ,VBZ,False,3,50
9269,53,bock_cutting_1992_exp1,4,rel_sp,the security force that patrolled the manufacturing plants,VBZ,VBZ,False,3,50
9270,54,bock_cutting_1992_exp1,4,rel_ps,the security forces that patrolled the manufacturing plant,VBP,VBP,False,3,50
9271,55,bock_cutting_1992_exp1,4,rel_pp,the security forces that patrolled the manufacturing plants,VBP,VBP,False,3,50
9276,60,bock_cutting_1992_exp1,5,prep_ss,the confession of the famous television preacher,VBZ,VBZ,False,3,50
9277,61,bock_cutting_1992_exp1,5,prep_sp,the confession of the famous television preachers,VBZ,VBZ,False,3,50
9278,62,bock_cutting_1992_exp1,5,prep_ps,the confessions of the famous television preacher,VBP,VBP,False,3,50
9279,63,bock_cutting_1992_exp1,5,prep_pp,the confessions of the famous television preachers,VBP,VBP,False,3,50
9280,64,bock_cutting_1992_exp1,5,rel_ss,the confession that involved the television preacher,VBZ,VBZ,False,3,50
9281,65,bock_cutting_1992_exp1,5,rel_sp,the confession that involved the television preachers,VBZ,VBZ,False,3,50
9282,66,bock_cutting_1992_exp1,5,rel_ps,the confessions that involved the television preacher,VBP,VBP,False,3,50
9283,67,bock_cutting_1992_exp1,5,rel_pp,the confessions that involved the television preachers,VBP,VBP,False,3,50
9288,72,bock_cutting_1992_exp1,6,prep_ss,the charismatic leader of the left - wing dissident group,VBZ,VBZ,False,3,50
9289,73,bock_cutting_1992_exp1,6,prep_sp,the charismatic leader of the left - wing dissident groups,VBZ,VBZ,False,3,50
9290,74,bock_cutting_1992_exp1,6,prep_ps,the charismatic leaders of the left - wing dissident group,VBP,VBP,False,3,50
9291,75,bock_cutting_1992_exp1,6,prep_pp,the charismatic leaders of the left - wing dissident groups,VBP,VBP,False,3,50
9292,76,bock_cutting_1992_exp1,6,rel_ss,the charismatic leader who addressed the dissident group,VBZ,VBZ,False,3,50
9293,77,bock_cutting_1992_exp1,6,rel_sp,the charismatic leader who addressed the dissident groups,VBZ,VBZ,False,3,50
9294,78,bock_cutting_1992_exp1,6,rel_ps,the charismatic leaders who addressed the dissident group,VBP,VBP,False,3,50
9295,79,bock_cutting_1992_exp1,6,rel_pp,the charismatic leaders who addressed the dissident groups,VBP,VBP,False,3,50
9300,84,bock_cutting_1992_exp1,7,prep_ss,the advisor for the chemistry student,VBZ,VBZ,False,3,50
9301,85,bock_cutting_1992_exp1,7,prep_sp,the advisor for the chemistry students,VBZ,VBZ,False,3,50
9302,86,bock_cutting_1992_exp1,7,prep_ps,the advisors for the chemistry student,VBP,VBP,False,3,50
9303,87,bock_cutting_1992_exp1,7,prep_pp,the advisors for the chemistry students,VBP,VBP,False,3,50
9304,88,bock_cutting_1992_exp1,7,rel_ss,the advisor who directed the student,VBZ,VBZ,False,3,50
9305,89,bock_cutting_1992_exp1,7,rel_sp,the advisor who directed the students,VBZ,VBZ,False,3,50
9306,90,bock_cutting_1992_exp1,7,rel_ps,the advisors who directed the student,VBP,VBP,False,3,50
9307,91,bock_cutting_1992_exp1,7,rel_pp,the advisors who directed the students,VBP,VBP,False,3,50
9312,96,bock_cutting_1992_exp1,8,prep_ss,the superintendent of the technical school,VBZ,VBZ,False,3,50
9313,97,bock_cutting_1992_exp1,8,prep_sp,the superintendent of the technical schools,VBZ,VBZ,False,3,50
9314,98,bock_cutting_1992_exp1,8,prep_ps,the superintendents of the technical school,VBP,VBZ,True,3,50
9315,99,bock_cutting_1992_exp1,8,prep_pp,the superintendents of the technical schools,VBP,VBZ,True,3,50
9316,100,bock_cutting_1992_exp1,8,rel_ss,the superintendent who inspected the school,VBZ,VBZ,False,3,50
9317,101,bock_cutting_1992_exp1,8,rel_sp,the superintendent who inspected the schools,VBZ,VBP,True,3,50
9318,102,bock_cutting_1992_exp1,8,rel_ps,the superintendents who inspected the school,VBP,VBZ,True,3,50
9319,103,bock_cutting_1992_exp1,8,rel_pp,the superintendents who inspected the schools,VBP,VBP,False,3,50
9324,108,bock_cutting_1992_exp1,9,prep_ss,the memo from the junior executive,VBZ,VBZ,False,3,50
9325,109,bock_cutting_1992_exp1,9,prep_sp,the memo from the junior executives,VBZ,VBP,True,3,50
9326,110,bock_cutting_1992_exp1,9,prep_ps,the memos from the junior executive,VBP,VBZ,True,3,50
9327,111,bock_cutting_1992_exp1,9,prep_pp,the memos from the junior executives,VBP,VBP,False,3,50
9328,112,bock_cutting_1992_exp1,9,rel_ss,the memo that concerned the executive,VBZ,VBZ,False,3,50
9329,113,bock_cutting_1992_exp1,9,rel_sp,the memo that concerned the executives,VBZ,VBP,True,3,50
9330,114,bock_cutting_1992_exp1,9,rel_ps,the memos that concerned the executive,VBP,VBZ,True,3,50
9331,115,bock_cutting_1992_exp1,9,rel_pp,the memos that concerned the executives,VBP,VBP,False,3,50
9336,120,bock_cutting_1992_exp1,10,prep_ss,the neutral zone around the NNP solar system,VBZ,VBZ,False,3,50
9337,121,bock_cutting_1992_exp1,10,prep_sp,the neutral zone around the JJ solar systems,VBZ,VBZ,False,3,50
9338,122,bock_cutting_1992_exp1,10,prep_ps,the neutral zones around the NNP solar system,VBP,VBP,False,3,50
9339,123,bock_cutting_1992_exp1,10,prep_pp,the neutral zones around the JJ solar systems,VBP,VBP,False,3,50
9340,124,bock_cutting_1992_exp1,10,rel_ss,the neutral zone that split the NNP solar system,VBZ,VBZ,False,3,50
9341,125,bock_cutting_1992_exp1,10,rel_sp,the neutral zone that split the JJ solar systems,VBZ,VBP,True,3,50
9342,126,bock_cutting_1992_exp1,10,rel_ps,the neutral zones that split the NNP solar system,VBP,VBP,False,3,50
9343,127,bock_cutting_1992_exp1,10,rel_pp,the neutral zones that split the JJ solar systems,VBP,VBP,False,3,50
9348,132,bock_cutting_1992_exp1,11,prep_ss,the traffic jam on the NNP street,VBZ,VBZ,False,3,50
9349,133,bock_cutting_1992_exp1,11,prep_sp,the traffic jam on the NNP streets,VBZ,VBZ,False,3,50
9350,134,bock_cutting_1992_exp1,11,prep_ps,the traffic jams on the NNP street,VBP,VBP,False,3,50
9351,135,bock_cutting_1992_exp1,11,prep_pp,the traffic jams on the NNP streets,VBP,VBP,False,3,50
9352,136,bock_cutting_1992_exp1,11,rel_ss,the traffic jam that obstructed the street,VBZ,VBZ,False,3,50
9353,137,bock_cutting_1992_exp1,11,rel_sp,the traffic jam that obstructed the streets,VBZ,VBP,True,3,50
9354,138,bock_cutting_1992_exp1,11,rel_ps,the traffic jams that obstructed the street,VBP,VBZ,True,3,50
9355,139,bock_cutting_1992_exp1,11,rel_pp,the traffic jams that obstructed the streets,VBP,VBP,False,3,50
9360,144,bock_cutting_1992_exp1,12,prep_ss,the office of the certified accountant,VBZ,VBZ,False,3,50
9361,145,bock_cutting_1992_exp1,12,prep_sp,the office of the certified accountants,VBZ,VBZ,False,3,50
9362,146,bock_cutting_1992_exp1,12,prep_ps,the offices of the certified accountant,VBP,VBP,False,3,50
9363,147,bock_cutting_1992_exp1,12,prep_pp,the offices of the certified accountants,VBP,VBP,False,3,50
9364,148,bock_cutting_1992_exp1,12,rel_ss,the office that belonged to the accountant,VBZ,VBZ,False,3,50
9365,149,bock_cutting_1992_exp1,12,rel_sp,the office that belonged to the accountants,VBZ,VBZ,False,3,50
9366,150,bock_cutting_1992_exp1,12,rel_ps,the offices that belonged to the accountant,VBP,VBP,False,3,50
9367,151,bock_cutting_1992_exp1,12,rel_pp,the offices that belonged to the accountants,VBP,VBP,False,3,50
9372,156,bock_cutting_1992_exp1,13,prep_ss,the rebel soldier in the furious battle,VBZ,VBZ,False,3,50
9373,157,bock_cutting_1992_exp1,13,prep_sp,the rebel soldier in the furious battles,VBZ,VBZ,False,3,50
9374,158,bock_cutting_1992_exp1,13,prep_ps,the rebel soldiers in the furious battle,VBP,VBP,False,3,50
9375,159,bock_cutting_1992_exp1,13,prep_pp,the rebel soldiers in the furious battles,VBP,VBP,False,3,50
9376,160,bock_cutting_1992_exp1,13,rel_ss,the rebel soldier who deserted the battle,VBZ,VBZ,False,3,50
9377,161,bock_cutting_1992_exp1,13,rel_sp,the rebel soldier who deserted the battles,VBZ,VBZ,False,3,50
9378,162,bock_cutting_1992_exp1,13,rel_ps,the rebel soldiers who deserted the battle,VBP,VBP,False,3,50
9379,163,bock_cutting_1992_exp1,13,rel_pp,the rebel soldiers who deserted the battles,VBP,VBP,False,3,50
9384,168,bock_cutting_1992_exp1,14,prep_ss,the actor in the blockbuster film,VBZ,VBZ,False,3,50
9385,169,bock_cutting_1992_exp1,14,prep_sp,the actor in the blockbuster films,VBZ,VBZ,False,3,50
9386,170,bock_cutting_1992_exp1,14,prep_ps,the actors in the blockbuster film,VBP,VBP,False,3,50
9387,171,bock_cutting_1992_exp1,14,prep_pp,the actors in the blockbuster films,VBP,VBP,False,3,50
9388,172,bock_cutting_1992_exp1,14,rel_ss,the actor who directed the film,VBZ,VBZ,False,3,50
9389,173,bock_cutting_1992_exp1,14,rel_sp,the actor who directed the films,VBZ,VBZ,False,3,50
9390,174,bock_cutting_1992_exp1,14,rel_ps,the actors who directed the film,VBP,VBP,False,3,50
9391,175,bock_cutting_1992_exp1,14,rel_pp,the actors who directed the films,VBP,VBP,False,3,50
9396,180,bock_cutting_1992_exp1,15,prep_ss,the consultant for the growing firm,VBZ,VBZ,False,3,50
9397,181,bock_cutting_1992_exp1,15,prep_sp,the consultant for the growing firms,VBZ,VBZ,False,3,50
9398,182,bock_cutting_1992_exp1,15,prep_ps,the consultants for the growing firm,VBP,VBP,False,3,50
9399,183,bock_cutting_1992_exp1,15,prep_pp,the consultants for the growing firms,VBP,VBP,False,3,50
9400,184,bock_cutting_1992_exp1,15,rel_ss,the consultant who advised the firm,VBZ,VBZ,False,3,50
9401,185,bock_cutting_1992_exp1,15,rel_sp,the consultant who advised the firms,VBZ,VBZ,False,3,50
9402,186,bock_cutting_1992_exp1,15,rel_ps,the consultants who advised the firm,VBP,VBP,False,3,50
9403,187,bock_cutting_1992_exp1,15,rel_pp,the consultants who advised the firms,VBP,VBP,False,3,50
9408,192,bock_cutting_1992_exp1,16,prep_ss,the teaching assistant for the physics lab,VBZ,VBZ,False,3,50
9409,193,bock_cutting_1992_exp1,16,prep_sp,the teaching assistant for the physics labs,VBZ,VBZ,False,3,50
9410,194,bock_cutting_1992_exp1,16,prep_ps,the teaching assistants for the physics lab,VBP,VBP,False,3,50
9411,195,bock_cutting_1992_exp1,16,prep_pp,the teaching assistants for the physics labs,VBP,VBP,False,3,50
9412,196,bock_cutting_1992_exp1,16,rel_ss,the teaching assistant who prepared the lab,VBZ,VBZ,False,3,50
9413,197,bock_cutting_1992_exp1,16,rel_sp,the teaching assistant who prepared the labs,VBZ,VBZ,False,3,50
9414,198,bock_cutting_1992_exp1,16,rel_ps,the teaching assistants who prepared the lab,VBP,VBP,False,3,50
9415,199,bock_cutting_1992_exp1,16,rel_pp,the teaching assistants who prepared the labs,VBP,VBP,False,3,50
9420,204,bock_cutting_1992_exp1,17,prep_ss,the courier with the diplomat 's message,VBZ,VBZ,False,3,50
9421,205,bock_cutting_1992_exp1,17,prep_sp,the courier with the diplomat 's messages,VBZ,VBZ,False,3,50
9422,206,bock_cutting_1992_exp1,17,prep_ps,the NNS with the diplomat 's message,VBP,VBZ,True,3,50
9423,207,bock_cutting_1992_exp1,17,prep_pp,the NNS with the diplomat 's messages,VBP,VBP,False,3,50
9424,208,bock_cutting_1992_exp1,17,rel_ss,the courier who delivered the message,VBZ,VBZ,False,3,50
9425,209,bock_cutting_1992_exp1,17,rel_sp,the courier who delivered the messages,VBZ,VBP,True,3,50
9426,210,bock_cutting_1992_exp1,17,rel_ps,the NNS who delivered the message,VBP,VBZ,True,3,50
9427,211,bock_cutting_1992_exp1,17,rel_pp,the NNS who delivered the messages,VBP,VBP,False,3,50
9432,216,bock_cutting_1992_exp1,18,prep_ss,the star of the broadway musical,VBZ,VBZ,False,3,50
9433,217,bock_cutting_1992_exp1,18,prep_sp,the star of the broadway musicals,VBZ,VBZ,False,3,50
9434,218,bock_cutting_1992_exp1,18,prep_ps,the stars of the broadway musical,VBP,VBP,False,3,50
9435,219,bock_cutting_1992_exp1,18,prep_pp,the stars of the broadway musicals,VBP,VBP,False,3,50
9436,220,bock_cutting_1992_exp1,18,rel_ss,the star who revived the musical,VBZ,VBZ,False,3,50
9437,221,bock_cutting_1992_exp1,18,rel_sp,the star who revived the musicals,VBZ,VBZ,False,3,50
9438,222,bock_cutting_1992_exp1,18,rel_ps,the stars who revived the musical,VBP,VBP,False,3,50
9439,223,bock_cutting_1992_exp1,18,rel_pp,the stars who revived the musicals,VBP,VBP,False,3,50
9444,228,bock_cutting_1992_exp1,19,prep_ss,the corporation with the banking monopoly,VBZ,VBZ,False,3,50
9445,229,bock_cutting_1992_exp1,19,prep_sp,the corporation with the banking monopolies,VBZ,VBZ,False,3,50
9446,230,bock_cutting_1992_exp1,19,prep_ps,the corporations with the banking monopoly,VBP,VBP,False,3,50
9447,231,bock_cutting_1992_exp1,19,prep_pp,the corporations with the banking monopolies,VBP,VBP,False,3,50
9448,232,bock_cutting_1992_exp1,19,rel_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,3,50
9449,233,bock_cutting_1992_exp1,19,rel_sp,the corporation that dissolved the monopolies,VBZ,VBZ,False,3,50
9450,234,bock_cutting_1992_exp1,19,rel_ps,the corporations that dissolved the monopoly,VBP,VBP,False,3,50
9451,235,bock_cutting_1992_exp1,19,rel_pp,the corporations that dissolved the monopolies,VBP,VBP,False,3,50
9456,240,bock_cutting_1992_exp1,20,prep_ss,the picture of the prominent politician,VBZ,VBZ,False,3,50
9457,241,bock_cutting_1992_exp1,20,prep_sp,the picture of the prominent politicians,VBZ,VBZ,False,3,50
9458,242,bock_cutting_1992_exp1,20,prep_ps,the pictures of the prominent politician,VBP,VBP,False,3,50
9459,243,bock_cutting_1992_exp1,20,prep_pp,the pictures of the prominent politicians,VBP,VBP,False,3,50
9460,244,bock_cutting_1992_exp1,20,rel_ss,the picture that embarrassed the politician,VBZ,VBZ,False,3,50
9461,245,bock_cutting_1992_exp1,20,rel_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,3,50
9462,246,bock_cutting_1992_exp1,20,rel_ps,the pictures that embarrassed the politician,VBP,VBP,False,3,50
9463,247,bock_cutting_1992_exp1,20,rel_pp,the pictures that embarrassed the politicians,VBP,VBP,False,3,50
9468,252,bock_cutting_1992_exp1,21,prep_ss,the composer of the modern opera,VBZ,VBZ,False,3,50
9469,253,bock_cutting_1992_exp1,21,prep_sp,the composer of the modern operas,VBZ,VBZ,False,3,50
9470,254,bock_cutting_1992_exp1,21,prep_ps,the composers of the modern opera,VBP,VBP,False,3,50
9471,255,bock_cutting_1992_exp1,21,prep_pp,the composers of the modern operas,VBP,VBP,False,3,50
9472,256,bock_cutting_1992_exp1,21,rel_ss,the composer who rewrote the opera,VBZ,VBZ,False,3,50
9473,257,bock_cutting_1992_exp1,21,rel_sp,the composer who rewrote the operas,VBZ,VBZ,False,3,50
9474,258,bock_cutting_1992_exp1,21,rel_ps,the composers who rewrote the opera,VBP,VBP,False,3,50
9475,259,bock_cutting_1992_exp1,21,rel_pp,the composers who rewrote the operas,VBP,VBP,False,3,50
9480,264,bock_cutting_1992_exp1,22,prep_ss,the teacher with the special education certificate,VBZ,VBZ,False,3,50
9481,265,bock_cutting_1992_exp1,22,prep_sp,the teacher with the special education certificates,VBZ,VBZ,False,3,50
9482,266,bock_cutting_1992_exp1,22,prep_ps,the teachers with the special education certificate,VBP,VBP,False,3,50
9483,267,bock_cutting_1992_exp1,22,prep_pp,the teachers with the special education certificates,VBP,VBP,False,3,50
9484,268,bock_cutting_1992_exp1,22,rel_ss,the teacher who received the education certificate,VBZ,VBZ,False,3,50
9485,269,bock_cutting_1992_exp1,22,rel_sp,the teacher who received the education certificates,VBZ,VBZ,False,3,50
9486,270,bock_cutting_1992_exp1,22,rel_ps,the teachers who received the education certificate,VBP,VBP,False,3,50
9487,271,bock_cutting_1992_exp1,22,rel_pp,the teachers who received the education certificates,VBP,VBP,False,3,50
9492,276,bock_cutting_1992_exp1,23,prep_ss,the speaker at the union meeting,VBZ,VBZ,False,3,50
9493,277,bock_cutting_1992_exp1,23,prep_sp,the speaker at the union meetings,VBZ,VBZ,False,3,50
9494,278,bock_cutting_1992_exp1,23,prep_ps,the speakers at the union meeting,VBP,VBP,False,3,50
9495,279,bock_cutting_1992_exp1,23,prep_pp,the speakers at the union meetings,VBP,VBP,False,3,50
9496,280,bock_cutting_1992_exp1,23,rel_ss,the speaker who addressed the meeting,VBZ,VBZ,False,3,50
9497,281,bock_cutting_1992_exp1,23,rel_sp,the speaker who addressed the meetings,VBZ,VBZ,False,3,50
9498,282,bock_cutting_1992_exp1,23,rel_ps,the speakers who addressed the meeting,VBP,VBP,False,3,50
9499,283,bock_cutting_1992_exp1,23,rel_pp,the speakers who addressed the meetings,VBP,VBP,False,3,50
9504,288,bock_cutting_1992_exp1,24,prep_ss,the director of the forthcoming motion picture,VBZ,VBZ,False,3,50
